id_klienta;imie;nazwisko;data_urodzenia;znizka;numer_telefonu;adres_email;status_studenta
307;Weronika;Winiarczyk;1977-10-31;0.85;151555295;weronikawiniarczyk901@wp.pl;0
308;Karolina;Łowicka;1995-02-28;1.0;231771803;karolinałowicka224@gmail.com;0
309;Pola;Sarnecka;1950-08-31;0.5;452492709;polasarnecka852@gmail.com;0
310;Laura;Filar;1927-11-30;0.5;377157552;laurafilar723@gmail.com;0
311;Amelia;Puchała;1949-06-30;0.5;853076372;ameliapuchała535@wp.pl;0
312;Liliana;Kluczyńska;1945-10-31;0.5;321337819;lilianakluczyńska350@gmail.com;0
313;Nela;Włoch;2007-05-31;1.0;792780577;nelawłoch652@onet.pl;0
314;Emilia;Lisewska;1934-02-28;0.5;467638596;emilialisewska385@onet.pl;0
315;Nikola;Wachowska;1982-07-31;0.85;836833442;nikolawachowska947@wp.pl;0
316;Marcelina;Łata;1989-03-31;0.9;865023487;marcelinałata905@gmail.com;0
317;Emilia;Gizińska;1959-12-31;0.65;200465280;emiliagizińska882@onet.pl;0
318;Wiktoria;Kociuba;2000-02-29;0.49;803472486;wiktoriakociuba909@gmail.com;1
319;Antonina;Kolasińska;1995-02-28;1.0;925863206;antoninakolasińska368@wp.pl;0
320;Anna;Wołosz;1982-04-30;0.85;812553839;annawołosz408@onet.pl;0
321;Blanka;Śliwa;1989-10-31;0.9;149758821;blankaśliwa969@gmail.com;0
322;Melania;Bronk;1945-04-30;0.5;367631853;melaniabronk801@onet.pl;0
323;Aniela;Spyra;2006-07-31;1.0;517022922;anielaspyra717@wp.pl;0
324;Zuzanna;Bęben;1993-01-31;0.9;597831822;zuzannabęben976@wp.pl;0
325;Pola;Gwóźdź;1973-02-28;0.75;983198680;polagwóźdź258@wp.pl;0
326;Maja;Wasiluk;1993-06-30;0.9;273840443;majawasiluk308@wp.pl;0
327;Blanka;Rygielska;1984-11-30;0.85;445177236;blankarygielska785@onet.pl;0
328;Łucja;Polkowska;1978-04-30;0.85;429083616;łucjapolkowska678@onet.pl;0
329;Gabriela;Swat;2000-05-31;0.49;800998205;gabrielaswat936@gmail.com;1
330;Gaja;Pańczyk;1928-02-29;0.5;533126830;gajapańczyk312@onet.pl;0
331;Rozalia;Ryba;2004-08-31;0.49;705536625;rozaliaryba840@onet.pl;1
332;Hanna;Krzysiek;2003-02-28;0.49;685521189;hannakrzysiek527@onet.pl;1
333;Iga;Głodowska;1948-01-31;0.5;652647896;igagłodowska573@wp.pl;0
334;Melania;Ziółkowska;1959-10-31;0.65;526483803;melaniaziółkowska661@onet.pl;0
335;Wiktoria;Szlendak;1953-02-28;0.5;207287689;wiktoriaszlendak473@gmail.com;0
336;Gabriela;Bała;1941-02-28;0.5;373301527;gabrielabała000@wp.pl;0
337;Michalina;Sobczyńska;1942-04-30;0.5;949963561;michalinasobczyńska072@gmail.com;0
338;Maria;Ruchała;1950-03-31;0.5;550714426;mariaruchała923@gmail.com;0
339;Hanna;Rokita;1931-07-31;0.5;337966742;hannarokita513@gmail.com;0
340;Blanka;Woźnicka;2006-09-30;1.0;199979049;blankawoźnicka031@onet.pl;0
341;Milena;Roguska;2006-04-30;1.0;654759304;milenaroguska845@wp.pl;0
342;Lilianna;Boczkowska;1977-07-31;0.85;119861254;liliannaboczkowska904@onet.pl;0
343;Julia;Płuciennik;1982-10-31;0.85;727572047;juliapłuciennik526@gmail.com;0
344;Aleksandra;Szczęch;1952-03-31;0.5;667059222;aleksandraszczęch503@gmail.com;0
345;Helena;Grzegorzek;1978-07-31;0.85;908080096;helenagrzegorzek122@onet.pl;0
346;Nadia;Misztal;1969-01-31;0.75;609529724;nadiamisztal999@gmail.com;0
347;Mia;Molińska;1991-06-30;0.9;245410167;miamolińska553@wp.pl;0
348;Martyna;Polaczek;1936-06-30;0.5;830152925;martynapolaczek676@onet.pl;0
349;Melania;Wasiak;1942-08-31;0.5;274645517;melaniawasiak896@wp.pl;0
350;Łucja;Szczotka;1936-11-30;0.5;485851431;łucjaszczotka940@gmail.com;0
351;Nina;Demczuk;1946-08-31;0.5;140598638;ninademczuk825@onet.pl;0
352;Blanka;Kaniewska;2000-11-30;0.49;163331201;blankakaniewska538@gmail.com;1
353;Nina;Greń;1968-02-29;0.75;717624300;ninagreń638@gmail.com;0
354;Michalina;Lisowska;1997-08-31;1.0;555209621;michalinalisowska425@onet.pl;0
355;Gaja;Góźdź;1991-10-31;0.9;767300164;gajagóźdź920@onet.pl;0
356;Lilianna;Lipiec;1940-10-31;0.5;398236739;liliannalipiec753@onet.pl;0
357;Oliwia;Bukowiec;1936-07-31;0.5;502945514;oliwiabukowiec365@onet.pl;0
358;Melania;Pawlas;1984-12-31;0.85;321575155;melaniapawlas627@gmail.com;0
359;Martyna;Topolewska;1974-05-31;0.75;770983806;martynatopolewska486@onet.pl;0
360;Anna;Kramarczyk;1999-10-31;0.49;459986462;annakramarczyk567@gmail.com;1
361;Alicja;Krawczyk;1992-12-31;0.9;807289190;alicjakrawczyk394@gmail.com;0
362;Matylda;Bańka;1952-09-30;0.5;252498984;matyldabańka687@gmail.com;0
363;Zofia;Krysiak;1949-10-31;0.5;782475233;zofiakrysiak488@onet.pl;0
364;Zuzanna;Kolisnyk;1953-07-31;0.5;942108121;zuzannakolisnyk131@onet.pl;0
365;Aleksandra;Nędza;1982-11-30;0.85;489745169;aleksandranędza953@wp.pl;0
366;Róża;Gumowska;1954-08-31;0.5;505043132;różagumowska253@wp.pl;0
367;Magdalena;Kot;1997-06-30;1.0;335131015;magdalenakot166@onet.pl;0
368;Lilianna;Wawrzak;2002-06-30;0.49;668986312;liliannawawrzak985@gmail.com;1
369;Helena;Parys;1977-10-31;0.85;660301278;helenaparys755@onet.pl;0
370;Iga;Czyszczoń;1999-08-31;0.49;470469329;igaczyszczoń796@wp.pl;1
371;Adrianna;Dawid;1990-02-28;0.9;960034229;adriannadawid211@onet.pl;0
372;Wiktoria;Ziemba;1973-01-31;0.75;253472505;wiktoriaziemba857@gmail.com;0
373;Zuzanna;Kurkiewicz;2007-07-31;1.0;716618984;zuzannakurkiewicz921@onet.pl;0
374;Oliwia;Harasimowicz;1963-05-31;0.65;786333981;oliwiaharasimowicz834@wp.pl;0
375;Emilia;Kilian;1996-01-31;0.49;571865496;emiliakilian022@onet.pl;1
376;Barbara;Rodzeń;1950-09-30;0.5;905143048;barbararodzeń742@wp.pl;0
377;Emilia;Chrapek;2002-06-30;0.49;356433449;emiliachrapek342@onet.pl;1
378;Melania;Byczek;1990-12-31;0.9;322230411;melaniabyczek674@onet.pl;0
379;Natalia;Szkutnik;1931-07-31;0.5;688196347;nataliaszkutnik141@onet.pl;0
380;Kinga;Mroczkowska;1998-03-31;1.0;734177706;kingamroczkowska790@gmail.com;0
381;Adrianna;Papież;1947-09-30;0.5;191464209;adriannapapież297@onet.pl;0
382;Michalina;Migdał;1946-05-31;0.5;667758257;michalinamigdał615@gmail.com;0
383;Kinga;Masłowska;2004-11-30;0.49;114245345;kingamasłowska333@wp.pl;1
384;Nela;Hryhorieva;1968-12-31;0.75;255949328;nelahryhorieva778@onet.pl;0
385;Iga;Ligocka;2005-10-31;1.0;235712390;igaligocka779@gmail.com;0
386;Nina;Komor;1957-05-31;0.65;664774694;ninakomor861@wp.pl;0
387;Sara;Szklarska;1956-06-30;0.65;186443072;saraszklarska166@wp.pl;0
388;Maja;Wdowiak;1952-01-31;0.5;276376341;majawdowiak772@wp.pl;0
389;Rozalia;Kuźmińska;1966-04-30;0.75;771538183;rozaliakuźmińska001@wp.pl;0
390;Alicja;Płoska;1958-02-28;0.65;625052463;alicjapłoska423@gmail.com;0
391;Michalina;Chabros;1962-01-31;0.65;722132180;michalinachabros647@wp.pl;0
392;Antonina;Skórka;1926-10-31;0.5;349922392;antoninaskórka034@onet.pl;0
393;Wiktoria;Orczyk;1980-12-31;0.85;715272789;wiktoriaorczyk747@onet.pl;0
394;Eliza;Wysoczańska;1936-04-30;0.5;969899876;elizawysoczańska540@onet.pl;0
395;Karolina;Wycisk;1936-05-31;0.5;908771607;karolinawycisk966@onet.pl;0
396;Aleksandra;Jarek;1965-07-31;0.75;440157238;aleksandrajarek249@onet.pl;0
397;Eliza;Wójtowicz;1994-07-31;0.9;167778565;elizawójtowicz153@wp.pl;0
398;Marianna;Januszek;2001-06-30;1.0;867411123;mariannajanuszek091@onet.pl;0
399;Łucja;Rawska;1941-05-31;0.5;257647411;łucjarawska363@gmail.com;0
400;Łucja;Merta;1938-07-31;0.5;904904217;łucjamerta349@wp.pl;0
401;Anna;Kocot;1950-07-31;0.5;210911971;annakocot158@gmail.com;0
402;Alicja;Golba;1975-07-31;0.85;677084062;alicjagolba943@wp.pl;0
403;Jaśmina;Pasichnyk;1969-05-31;0.75;177430726;jaśminapasichnyk440@gmail.com;0
404;Lena;Tran;1936-02-29;0.5;279863354;lenatran841@wp.pl;0
405;Anastazja;Sadowska;1973-11-30;0.75;115271990;anastazjasadowska304@gmail.com;0
406;Aniela;Kalata;1988-12-31;0.9;645794757;anielakalata546@wp.pl;0
407;Zofia;Reczek;1987-08-31;0.9;387166431;zofiareczek804@onet.pl;0
408;Kinga;Zmysłowska;1967-03-31;0.75;682537732;kingazmysłowska055@gmail.com;0
409;Natalia;Hnatiuk;1930-09-30;0.5;526292644;nataliahnatiuk401@wp.pl;0
410;Agata;Kleszcz;1949-01-31;0.5;514398170;agatakleszcz028@wp.pl;0
411;Pola;Czop;1965-09-30;0.75;863852245;polaczop303@gmail.com;0
412;Nela;Just;1958-01-31;0.65;230423270;nelajust439@wp.pl;0
413;Mia;Mrozińska;2004-07-31;0.49;224438608;miamrozińska527@gmail.com;1
414;Marianna;Kozieł;1936-10-31;0.5;728125299;mariannakozieł973@gmail.com;0
415;Milena;Kułak;1995-05-31;1.0;976754334;milenakułak680@wp.pl;0
416;Oliwia;Auguścik;1991-03-31;0.9;158752804;oliwiaauguścik571@onet.pl;0
417;Pola;Sicińska;1930-05-31;0.5;741022092;polasicińska659@gmail.com;0
418;Kornelia;Cesarz;2005-08-31;1.0;233540596;korneliacesarz967@onet.pl;0
419;Melania;Świerk;1985-12-31;0.9;938137953;melaniaświerk355@wp.pl;0
420;Emilia;Dembska;2006-08-31;1.0;832243629;emiliadembska981@wp.pl;0
421;Lilianna;Chilińska;1985-06-30;0.9;161579187;liliannachilińska395@onet.pl;0
422;Laura;Szelągowska;1981-11-30;0.85;400722470;lauraszelągowska953@wp.pl;0
423;Blanka;Boryczka;1937-02-28;0.5;558823630;blankaboryczka782@wp.pl;0
424;Kinga;Lorenc;1968-01-31;0.75;151089820;kingalorenc491@gmail.com;0
425;Alicja;Badura;2003-06-30;0.49;395728123;alicjabadura712@gmail.com;1
426;Karolina;Bojanowska;1970-12-31;0.75;455311726;karolinabojanowska206@wp.pl;0
427;Marcelina;Sieńko;2001-01-31;0.49;145080313;marcelinasieńko601@onet.pl;1
428;Hanna;Korba;2004-10-31;0.49;581004374;hannakorba744@wp.pl;1
429;Emilia;Krzanowska;1957-09-30;0.65;834091176;emiliakrzanowska531@onet.pl;0
430;Barbara;Skórska;1979-05-31;0.85;367430354;barbaraskórska805@wp.pl;0
431;Antonina;Wojnowska;1956-02-29;0.65;973445957;antoninawojnowska553@wp.pl;0
432;Gabriela;Marszałek;1974-01-31;0.75;690456180;gabrielamarszałek650@onet.pl;0
433;Lilianna;Chacińska;1940-08-31;0.5;751204193;liliannachacińska355@wp.pl;0
434;Laura;Nowocień;1984-10-31;0.85;175923026;lauranowocień088@onet.pl;0
435;Gabriela;Kulczyńska;1940-08-31;0.5;725786746;gabrielakulczyńska837@gmail.com;0
436;Sara;Bączkowska;1938-09-30;0.5;241510780;sarabączkowska084@wp.pl;0
437;Jaśmina;Ciecierska;1982-02-28;0.85;914672710;jaśminaciecierska431@onet.pl;0
438;Zofia;Budnik;1996-07-31;0.49;828358415;zofiabudnik137@wp.pl;1
439;Łucja;Ciosek;1992-10-31;0.9;648379165;łucjaciosek929@wp.pl;0
440;Magdalena;Sobkowiak;1969-10-31;0.75;621486912;magdalenasobkowiak428@gmail.com;0
441;Laura;Karcz;1949-12-31;0.5;179941929;laurakarcz568@onet.pl;0
442;Lilianna;Niewiadomska;1988-11-30;0.9;953061884;liliannaniewiadomska896@onet.pl;0
443;Nadia;Wojdyło;1989-05-31;0.9;865028748;nadiawojdyło768@gmail.com;0
444;Blanka;Sadkowska;1984-09-30;0.85;955005319;blankasadkowska974@wp.pl;0
445;Alicja;Grzeszczak;1934-06-30;0.5;796000161;alicjagrzeszczak050@gmail.com;0
446;Nela;Rumińska;1940-09-30;0.5;312730460;nelarumińska532@gmail.com;0
447;Marianna;Bronikowska;1969-08-31;0.75;155389088;mariannabronikowska992@onet.pl;0
448;Hanna;Matysek;1972-03-31;0.75;241076939;hannamatysek500@wp.pl;0
449;Laura;Surmacz;1986-04-30;0.9;232249261;laurasurmacz456@gmail.com;0
450;Natalia;Dawidziuk;1934-03-31;0.5;130247959;nataliadawidziuk081@onet.pl;0
451;Marianna;Chrostowska;1983-11-30;0.85;159472566;mariannachrostowska836@onet.pl;0
452;Amelia;Ptaszek;1947-11-30;0.5;312268607;ameliaptaszek811@wp.pl;0
453;Anna;Czarna;1963-07-31;0.65;160763164;annaczarna783@onet.pl;0
454;Oliwia;Lubińska;1957-10-31;0.65;200163830;oliwialubińska181@onet.pl;0
455;Nela;Bentkowska;1991-05-31;0.9;112590811;nelabentkowska690@onet.pl;0
456;Liwia;Pacak;1947-12-31;0.5;578545624;liwiapacak158@wp.pl;0
457;Helena;Karczmarczyk;1962-08-31;0.65;718609154;helenakarczmarczyk917@onet.pl;0
458;Łucja;Kierzek;1961-01-31;0.65;383855574;łucjakierzek835@wp.pl;0
459;Nikola;Tomanek;1963-11-30;0.65;297283389;nikolatomanek822@gmail.com;0
460;Klara;Żmudzińska;1949-01-31;0.5;555358416;klarażmudzińska634@onet.pl;0
461;Marianna;Butryn;1962-10-31;0.65;823401143;mariannabutryn643@onet.pl;0
462;Maja;Zachara;1957-09-30;0.65;337612418;majazachara363@onet.pl;0
463;Klara;Nizińska;1980-05-31;0.85;109536997;klaranizińska761@onet.pl;0
464;Gabriela;Halicka;1973-10-31;0.75;423172904;gabrielahalicka113@onet.pl;0
465;Amelia;Rafalska;1983-10-31;0.85;935789915;ameliarafalska960@onet.pl;0
466;Nina;Kwak;1934-04-30;0.5;763022691;ninakwak398@wp.pl;0
467;Anna;Papież;1947-11-30;0.5;540026326;annapapież124@onet.pl;0
468;Hanna;Szajna;1974-12-31;0.75;445372724;hannaszajna455@gmail.com;0
469;Eliza;Kotulska;1947-07-31;0.5;922271123;elizakotulska934@onet.pl;0
470;Magdalena;Wojas;1946-12-31;0.5;108162725;magdalenawojas144@gmail.com;0
471;Anna;Obrębska;1990-12-31;0.9;622962529;annaobrębska456@onet.pl;0
472;Łucja;Bakalarz;1937-08-31;0.5;333533516;łucjabakalarz555@gmail.com;0
473;Sara;Shulha;1946-06-30;0.5;835426248;sarashulha645@wp.pl;0
474;Kinga;Gałczyńska;1948-10-31;0.5;352321254;kingagałczyńska787@onet.pl;0
475;Weronika;Roguska;1933-05-31;0.5;638942336;weronikaroguska574@wp.pl;0
476;Alicja;Machura;1954-06-30;0.5;427705295;alicjamachura795@gmail.com;0
477;Maja;Ciupak;2006-09-30;1.0;692051232;majaciupak128@wp.pl;0
478;Magdalena;Piskorek;1949-08-31;0.5;474500389;magdalenapiskorek572@onet.pl;0
479;Blanka;Kościuk;1982-05-31;0.85;635820734;blankakościuk524@onet.pl;0
480;Nela;Brodzińska;1950-08-31;0.5;990198922;nelabrodzińska068@onet.pl;0
481;Alicja;Żabińska;1975-09-30;0.85;857183278;alicjażabińska056@wp.pl;0
482;Marianna;Chojecka;1941-10-31;0.5;187605181;mariannachojecka890@wp.pl;0
483;Gabriela;Stypułkowska;1949-06-30;0.5;297740176;gabrielastypułkowska546@gmail.com;0
484;Gabriela;Gac;1986-05-31;0.9;146575817;gabrielagac234@wp.pl;0
485;Aniela;Kantor;1940-01-31;0.5;680726114;anielakantor385@wp.pl;0
486;Blanka;Matuszak;1993-09-30;0.9;288690191;blankamatuszak691@onet.pl;0
487;Wiktoria;Czepiel;1956-02-29;0.65;541131312;wiktoriaczepiel050@onet.pl;0
488;Anastazja;Milanowska;1931-11-30;0.5;393372425;anastazjamilanowska810@gmail.com;0
489;Maria;Ruszkowska;2005-10-31;1.0;638966151;mariaruszkowska544@wp.pl;0
490;Jaśmina;Świętochowska;1939-01-31;0.5;558272779;jaśminaświętochowska047@wp.pl;0
491;Maja;Łysek;1951-05-31;0.5;446686377;majałysek388@onet.pl;0
492;Gaja;Kubicka;1985-08-31;0.9;126087244;gajakubicka164@gmail.com;0
493;Karolina;Ziarko;1949-10-31;0.5;640145088;karolinaziarko056@onet.pl;0
494;Michalina;Najdek;1931-12-31;0.5;534931917;michalinanajdek650@gmail.com;0
495;Magdalena;Dragan;2007-11-30;1.0;488396082;magdalenadragan247@gmail.com;0
496;Oliwia;Łojek;1977-12-31;0.85;113657811;oliwiałojek960@gmail.com;0
497;Natalia;Jeż;1926-03-31;0.5;757275881;nataliajeż755@gmail.com;0
498;Nikola;Schmidt;1927-12-31;0.5;946516174;nikolaschmidt426@gmail.com;0
499;Gaja;Leśniak;1927-07-31;0.5;160882060;gajaleśniak021@onet.pl;0
500;Hanna;Pawluczuk;1979-06-30;0.85;581352253;hannapawluczuk427@wp.pl;0
501;Karolina;Świątek;1999-09-30;0.49;485049614;karolinaświątek300@gmail.com;1
502;Weronika;Sułkowska;1992-11-30;0.9;954380153;weronikasułkowska487@gmail.com;0
503;Antonina;Spałek;1954-04-30;0.5;385151548;antoninaspałek671@gmail.com;0
504;Marcelina;Osiak;1982-02-28;0.85;605096728;marcelinaosiak610@gmail.com;0
505;Kornelia;Kownacka;1943-12-31;0.5;886460575;korneliakownacka886@gmail.com;0
506;Klara;Płaczek;1933-04-30;0.5;439028645;klarapłaczek191@onet.pl;0
507;Maria;Borzęcka;1981-11-30;0.85;993487413;mariaborzęcka606@onet.pl;0
508;Antonina;Kieliszek;1971-08-31;0.75;366839426;antoninakieliszek700@wp.pl;0
509;Matylda;Łazarz;1946-07-31;0.5;925632928;matyldałazarz157@wp.pl;0
510;Eliza;Zaniewska;1977-02-28;0.85;149634381;elizazaniewska047@onet.pl;0
511;Nela;Filipek;1983-07-31;0.85;524799102;nelafilipek444@onet.pl;0
512;Aleksandra;Kucia;1993-06-30;0.9;480990656;aleksandrakucia185@wp.pl;0
513;Maria;Góralczyk;1971-06-30;0.75;316289006;mariagóralczyk608@gmail.com;0
514;Magdalena;Lupa;1966-05-31;0.75;918524719;magdalenalupa495@gmail.com;0
515;Antonina;Sakowska;1999-05-31;1.0;709489630;antoninasakowska856@gmail.com;0
516;Wanda;Surówka;2002-11-30;0.49;565617604;wandasurówka272@onet.pl;1
517;Rozalia;Franczak;1994-05-31;0.9;393119499;rozaliafranczak522@onet.pl;0
518;Adrianna;Pavlenko;1980-11-30;0.85;807945769;adriannapavlenko571@onet.pl;0
519;Mia;Szopa;1934-01-31;0.5;463050816;miaszopa343@gmail.com;0
520;Eliza;Rutkiewicz;2000-02-29;1.0;211069150;elizarutkiewicz745@onet.pl;0
521;Melania;Krynicka;1940-02-29;0.5;611107298;melaniakrynicka113@wp.pl;0
522;Nikola;Fąfara;1996-03-31;0.49;248897653;nikolafąfara414@gmail.com;1
523;Kaja;Winiarek;1929-03-31;0.5;315430910;kajawiniarek999@wp.pl;0
524;Sara;Mordarska;1980-12-31;0.85;127392776;saramordarska903@onet.pl;0
525;Zuzanna;Grzegorzewska;1993-06-30;0.9;867654428;zuzannagrzegorzewska031@gmail.com;0
526;Iga;Stankiewicz;2001-01-31;1.0;971899386;igastankiewicz815@onet.pl;0
527;Kaja;Drężek;2005-02-28;1.0;723158217;kajadrężek638@gmail.com;0
528;Łucja;Bolek;1968-05-31;0.75;261022840;łucjabolek815@gmail.com;0
529;Gaja;Barczak;1933-12-31;0.5;197614532;gajabarczak048@wp.pl;0
530;Natalia;Pędziwiatr;1962-09-30;0.65;115797894;nataliapędziwiatr289@onet.pl;0
531;Liwia;Grochala;1995-09-30;1.0;598148581;liwiagrochala466@wp.pl;0
532;Weronika;Dyrda;1946-08-31;0.5;965362220;weronikadyrda722@wp.pl;0
533;Klara;Kasprzyk;1943-06-30;0.5;674837673;klarakasprzyk256@onet.pl;0
534;Jaśmina;Idzikowska;1964-06-30;0.65;714199709;jaśminaidzikowska763@gmail.com;0
535;Maja;Łuszczyńska;1934-01-31;0.5;244896732;majałuszczyńska698@wp.pl;0
536;Helena;Grochal;1980-09-30;0.85;903283677;helenagrochal824@gmail.com;0
537;Gaja;Zientek;1970-09-30;0.75;542416590;gajazientek473@wp.pl;0
538;Adrianna;Woś;2002-06-30;0.49;644604476;adriannawoś234@wp.pl;1
539;Magdalena;Skrzypińska;1983-11-30;0.85;458730021;magdalenaskrzypińska665@wp.pl;0
540;Anastazja;Ślęzak;1927-08-31;0.5;200969879;anastazjaślęzak327@gmail.com;0
541;Laura;Widera;1945-03-31;0.5;771838857;laurawidera271@onet.pl;0
542;Rozalia;Szura;1979-01-31;0.85;198310696;rozaliaszura859@onet.pl;0
543;Aleksandra;Kuras;1928-09-30;0.5;309163220;aleksandrakuras746@wp.pl;0
544;Marcelina;Walkowicz;1974-01-31;0.75;818435965;marcelinawalkowicz699@wp.pl;0
545;Laura;Zapart;1983-07-31;0.85;700973067;laurazapart954@onet.pl;0
546;Lena;Kaniecka;1944-04-30;0.5;467834973;lenakaniecka062@wp.pl;0
547;Mia;Mularczyk;1957-04-30;0.65;614907805;miamularczyk344@onet.pl;0
548;Eliza;Bil;1952-12-31;0.5;873712166;elizabil533@onet.pl;0
549;Weronika;Tkachenko;1983-10-31;0.85;790835399;weronikatkachenko132@gmail.com;0
550;Aurelia;Kopeć;1984-12-31;0.85;418452799;aureliakopeć520@gmail.com;0
551;Adrianna;Majerczyk;1994-02-28;0.9;711952796;adriannamajerczyk099@gmail.com;0
552;Maja;Frąckiewicz;1927-05-31;0.5;272564148;majafrąckiewicz651@wp.pl;0
553;Wiktoria;Frolova;1946-07-31;0.5;989746310;wiktoriafrolova259@onet.pl;0
554;Eliza;Dziadek;1962-06-30;0.65;121596694;elizadziadek462@gmail.com;0
555;Barbara;Sałek;1949-12-31;0.5;758654939;barbarasałek603@onet.pl;0
556;Klara;Połeć;1968-02-29;0.75;859585649;klarapołeć268@gmail.com;0
557;Aniela;Izydorczyk;1949-12-31;0.5;740002477;anielaizydorczyk595@wp.pl;0
558;Michalina;Stepanenko;1982-09-30;0.85;646989094;michalinastepanenko741@wp.pl;0
559;Róża;Kuliś;1929-09-30;0.5;312840056;różakuliś095@onet.pl;0
560;Liliana;Zielińska;1966-09-30;0.75;341458816;lilianazielińska547@onet.pl;0
561;Nadia;Zawierucha;1941-11-30;0.5;383868720;nadiazawierucha779@onet.pl;0
562;Karolina;Owczarek;1964-07-31;0.65;111631825;karolinaowczarek539@gmail.com;0
563;Martyna;Rogulska;1979-10-31;0.85;581336364;martynarogulska509@gmail.com;0
564;Iga;Powroźnik;1944-04-30;0.5;704453465;igapowroźnik583@gmail.com;0
565;Oliwia;Kwaśna;1933-12-31;0.5;259487774;oliwiakwaśna968@wp.pl;0
566;Liliana;Mieszkowska;1927-03-31;0.5;109645919;lilianamieszkowska371@onet.pl;0
567;Liwia;Miller;2007-04-30;1.0;678523420;liwiamiller515@wp.pl;0
568;Jaśmina;Bączkowska;1932-07-31;0.5;938245116;jaśminabączkowska395@onet.pl;0
569;Jaśmina;Szmit;2002-06-30;0.49;896027005;jaśminaszmit159@onet.pl;1
570;Blanka;Chudziak;1960-03-31;0.65;741079334;blankachudziak041@gmail.com;0
571;Weronika;Kwietniewska;1966-12-31;0.75;929462137;weronikakwietniewska627@onet.pl;0
572;Jaśmina;Bosek;1955-03-31;0.65;563090419;jaśminabosek643@gmail.com;0
573;Nina;Dzik;1993-08-31;0.49;863466810;ninadzik164@wp.pl;1
574;Jaśmina;Tarnowska;1951-06-30;0.5;397497334;jaśminatarnowska378@gmail.com;0
575;Marianna;Bińkowska;1935-08-31;0.5;890447296;mariannabińkowska273@onet.pl;0
576;Liwia;Szurgot;2003-10-31;0.49;183854867;liwiaszurgot444@wp.pl;1
577;Julia;Rychlicka;1999-06-30;0.49;358999082;juliarychlicka816@gmail.com;1
578;Laura;Bukowska;1930-06-30;0.5;294621990;laurabukowska094@gmail.com;0
579;Matylda;Pawłowicz;1937-09-30;0.5;232516471;matyldapawłowicz405@gmail.com;0
580;Lena;Kargul;1961-07-31;0.65;685487890;lenakargul928@gmail.com;0
581;Marcelina;Hyla;1990-08-31;0.9;150782480;marcelinahyla573@gmail.com;0
582;Aleksandra;Matoga;1995-08-31;1.0;277876120;aleksandramatoga317@onet.pl;0
583;Anastazja;Staniek;1958-04-30;0.65;940191477;anastazjastaniek875@gmail.com;0
584;Barbara;Kondraciuk;1947-10-31;0.5;446302505;barbarakondraciuk761@wp.pl;0
585;Wanda;Szmyt;1971-10-31;0.75;777853901;wandaszmyt872@onet.pl;0
586;Oliwia;Kobus;1968-09-30;0.75;640266242;oliwiakobus226@gmail.com;0
587;Milena;Piecyk;1959-11-30;0.65;941571389;milenapiecyk105@onet.pl;0
588;Wanda;Czerniawska;1932-08-31;0.5;391310949;wandaczerniawska826@onet.pl;0
589;Zofia;Zaborowska;1939-02-28;0.5;363540836;zofiazaborowska364@wp.pl;0
590;Natalia;Łagowska;1946-12-31;0.5;934866284;nataliałagowska786@onet.pl;0
591;Gabriela;Dawidziuk;1934-09-30;0.5;424262908;gabrieladawidziuk079@onet.pl;0
592;Mia;Topczewska;1938-05-31;0.5;879557440;miatopczewska316@onet.pl;0
593;Laura;Bujnowska;1980-01-31;0.85;851036463;laurabujnowska724@gmail.com;0
594;Rozalia;Mikulska;1969-04-30;0.75;118593711;rozaliamikulska116@onet.pl;0
595;Pola;Budzyńska;1939-01-31;0.5;192043036;polabudzyńska043@onet.pl;0
596;Martyna;Frąszczak;1960-10-31;0.65;538002760;martynafrąszczak070@onet.pl;0
597;Łucja;Pędziwiatr;2005-08-31;1.0;334067344;łucjapędziwiatr054@onet.pl;0
598;Aleksandra;Krzyżanowska;1960-10-31;0.65;760925857;aleksandrakrzyżanowska098@wp.pl;0
599;Nadia;Olesiak;1996-08-31;1.0;519538131;nadiaolesiak667@onet.pl;0
600;Oliwia;Nagórska;1971-04-30;0.75;812836256;oliwianagórska228@onet.pl;0
601;Gabriela;Korniienko;1963-03-31;0.65;148085915;gabrielakorniienko701@onet.pl;0
602;Karolina;Ziętek;1955-03-31;0.65;887263804;karolinaziętek216@wp.pl;0
603;Matylda;Spychalska;1926-02-28;0.5;259997771;matyldaspychalska033@onet.pl;0
604;Magdalena;Bienias;1961-07-31;0.65;754760761;magdalenabienias645@onet.pl;0
605;Jaśmina;Kurowska;1960-10-31;0.65;301824622;jaśminakurowska814@wp.pl;0
606;Gabriela;Chmielińska;1958-01-31;0.65;711264064;gabrielachmielińska468@gmail.com;0
607;Weronika;Majczak;1996-10-31;1.0;116797191;weronikamajczak298@gmail.com;0
608;Blanka;Nowocień;1991-08-31;0.9;858189235;blankanowocień588@onet.pl;0
609;Blanka;Jaworowska;1939-10-31;0.5;984474912;blankajaworowska459@onet.pl;0
610;Maja;Zarzecka;1992-11-30;0.9;310259812;majazarzecka155@wp.pl;0
